level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	2	1	6	18	971	404	12	11	96.650764	to
4	1	2	1	7	0	105	435	909	16	-1	
5	1	2	1	7	1	105	438	49	9	95.896080	ensure
5	1	2	1	7	2	161	438	17	9	96.118927	no
5	1	2	1	7	3	184	438	51	9	96.194733	viruses
5	1	2	1	7	4	241	438	23	9	93.080551	are
5	1	2	1	7	5	271	436	54	15	93.080551	present
5	1	2	1	7	6	331	438	10	9	96.455826	in
5	1	2	1	7	7	348	435	25	12	92.126801	this
5	1	2	1	7	8	379	435	48	15	96.743340	e-mail,
5	1	2	1	7	9	433	435	37	12	88.602219	Areal
5	1	2	1	7	10	477	435	62	16	92.801300	Property
5	1	2	1	7	11	545	436	49	11	85.626762	cannot
5	1	2	1	7	12	599	436	48	15	92.545723	accept
5	1	2	1	7	13	653	435	95	16	96.576790	responsibility
5	1	2	1	7	14	754	435	19	12	96.841240	for
5	1	2	1	7	15	778	438	26	13	96.936455	any
5	1	2	1	7	16	810	435	28	12	92.720535	loss
5	1	2	1	7	17	844	438	14	9	96.953400	or
5	1	2	1	7	18	864	435	58	16	96.832489	damage
5	1	2	1	7	19	929	438	47	13	96.521019	arising
5	1	2	1	7	20	982	435	32	12	95.480476	from
2	1	3	0	0	0	105	467	268	12	-1	
3	1	3	1	0	0	105	467	268	12	-1	
4	1	3	1	1	0	105	467	268	12	-1	
5	1	3	1	1	1	105	467	22	12	96.463364	the
5	1	3	1	1	2	133	470	25	9	96.940331	use
5	1	3	1	1	3	164	467	15	12	95.462105	of
5	1	3	1	1	4	183	467	24	12	96.197212	this
5	1	3	1	1	5	214	467	43	12	96.613823	e-mail
5	1	3	1	1	6	264	470	14	9	96.953728	or
5	1	3	1	1	7	283	467	90	12	96.793510	attachments.
2	1	4	0	0	0	404	506	433	13	-1	
3	1	4	1	0	0	404	506	433	13	-1	
4	1	4	1	1	0	404	506	433	13	-1	
5	1	4	1	1	1	404	506	38	13	96.902000	Click
5	1	4	1	1	2	448	508	15	11	92.587898	to
5	1	4	1	1	3	573	506	35	13	96.670273	from
5	1	4	1	1	4	615	506	47	13	96.007202	future
5	1	4	1	1	5	668	506	41	13	96.007202	email
5	1	4	1	1	6	716	508	121	11	96.286346	communication
2	1	5	0	0	0	73	568	923	22	-1	
3	1	5	1	0	0	73	568	923	22	-1	
4	1	5	1	1	0	73	568	923	22	-1	
5	1	5	1	1	1	73	569	82	17	96.094795	NOTICE
5	1	5	1	1	2	163	569	30	17	96.094795	TO
5	1	5	1	1	3	201	569	84	17	93.296448	VACATE
5	1	5	1	1	4	295	569	68	17	91.431313	U1803
5	1	5	1	1	5	372	569	40	17	96.672447	243
5	1	5	1	1	6	422	569	107	17	93.277855	FRANKLIN
5	1	5	1	1	7	539	568	72	22	91.075203	ST.pdf,
5	1	5	1	1	8	622	569	93	21	96.557655	Message
5	1	5	1	1	9	724	568	73	18	96.557655	Thread
5	1	5	1	1	10	807	568	82	18	92.781273	Franklin
5	1	5	1	1	11	897	568	99	22	87.728333	Stpdf.pdf
