level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	11	1	1	4	319	841	57	15	96.301422	Date:
5	1	11	1	1	5	387	841	25	15	96.287025	14
5	1	11	1	1	6	420	841	45	19	95.668335	July
5	1	11	1	1	7	474	841	54	15	96.526825	2025
2	1	12	0	0	0	105	883	1023	48	-1	
3	1	12	1	0	0	105	883	1023	48	-1	
4	1	12	1	1	0	106	883	1022	20	-1	
5	1	12	1	1	1	106	883	74	20	96.849159	Shortly,
5	1	12	1	1	2	190	887	34	16	96.951721	you
5	1	12	1	1	3	234	883	30	16	96.526924	will
5	1	12	1	1	4	274	884	70	15	96.728394	receive
5	1	12	1	1	5	352	887	10	12	96.899414	a
5	1	12	1	1	6	372	885	85	18	96.771637	separate
5	1	12	1	1	7	465	883	52	16	96.188690	email
5	1	12	1	1	8	527	883	44	16	96.869461	from
5	1	12	1	1	9	582	887	21	12	96.736061	us
5	1	12	1	1	10	611	883	40	16	96.238770	with
5	1	12	1	1	11	661	883	149	20	96.707115	comprehensive
5	1	12	1	1	12	820	884	115	15	96.074646	instructions
5	1	12	1	1	13	944	883	93	20	96.449127	regarding
5	1	12	1	1	14	1047	884	81	19	96.865379	vacating
4	1	12	1	2	0	105	912	619	19	-1	
5	1	12	1	2	1	105	912	31	16	96.847977	the
5	1	12	1	2	2	146	913	87	18	95.805916	property,
5	1	12	1	2	3	243	912	86	19	96.705017	finalising
5	1	12	1	2	4	340	913	102	18	96.527184	payments,
5	1	12	1	2	5	452	912	35	16	96.507103	and
5	1	12	1	2	6	497	912	33	19	96.507103	key
5	1	12	1	2	7	540	913	58	15	96.784042	return
5	1	12	1	2	8	609	912	115	19	96.305382	procedures.
2	1	13	0	0	0	106	958	1013	48	-1	
3	1	13	1	0	0	106	958	1013	48	-1	
4	1	13	1	1	0	106	958	989	20	-1	
5	1	13	1	1	1	106	958	66	16	96.647675	Should
5	1	13	1	1	2	182	962	33	16	96.592201	you
5	1	13	1	1	3	226	958	45	16	96.789085	have
5	1	13	1	1	4	280	962	34	16	96.515915	any
5	1	13	1	1	5	324	959	94	19	96.502403	questions
5	1	13	1	1	6	427	962	20	12	96.928162	or
5	1	13	1	1	7	455	958	45	16	96.939262	need
5	1	13	1	1	8	510	962	35	16	95.976067	any
5	1	13	1	1	9	554	958	68	16	96.908554	further
5	1	13	1	1	10	630	958	113	16	96.552208	clarification
5	1	13	1	1	11	753	958	93	20	96.340645	regarding
5	1	13	1	1	12	856	958	35	16	96.603500	this
5	1	13	1	1	13	900	959	64	18	96.577751	notice,
5	1	13	1	1	14	975	958	62	20	96.473656	please
5	1	13	1	1	15	1046	958	49	16	96.778267	don't
4	1	13	1	2	0	106	986	1013	20	-1	
5	1	13	1	2	1	106	986	78	16	96.652252	hesitate
5	1	13	1	2	2	192	988	18	14	96.555344	to
5	1	13	1	2	3	220	988	72	14	96.823875	contact
5	1	13	1	2	4	301	990	35	12	96.797333	me.
5	1	13	1	2	5	345	987	44	15	96.312080	Your
5	1	13	1	2	6	398	987	114	19	96.068626	cooperation
5	1	13	1	2	7	522	986	34	16	96.896301	and
5	1	13	1	2	8	566	986	169	20	96.753983	acknowledgment
5	1	13	1	2	9	743	986	19	16	96.893036	of
5	1	13	1	2	10	769	986	35	16	97.013000	this
5	1	13	1	2	11	814	987	57	15	96.780327	notice
5	1	13	1	2	12	880	990	31	12	96.921417	are
5	1	13	1	2	13	920	986	68	20	96.904396	greatly
5	1	13	1	2	14	997	986	122	20	96.588539	appreciated.
2	1	14	0	0	0	105	1032	974	48	-1	
3	1	14	1	0	0	105	1032	974	48	-1	
4	1	14	1	1	0	105	1032	974	20	-1	
5	1	14	1	1	1	105	1033	29	15	96.850510	We
5	1	14	1	1	2	143	1036	31	12	94.359901	are
5	1	14	1	1	3	184	1032	42	16	95.228455	here
5	1	14	1	1	4	235	1034	18	14	96.845901	to
5	1	14	1	1	5	262	1034	75	18	96.850594	support
5	1	14	1	1	6	346	1036	33	16	96.850594	you
5	1	14	1	1	7	389	1032	76	20	96.510254	through
5	1	14	1	1	8	475	1032	35	16	96.613754	this
5	1	14	1	1	9	518	1033	93	15	96.358551	transition
5	1	14	1	1	10	620	1032	35	16	96.252693	and
5	1	14	1	1	11	665	1036	66	12	96.457237	ensure
5	1	14	1	1	12	740	1032	39	16	96.662598	that
5	1	14	1	1	13	787	1032	31	16	96.834793	the
5	1	14	1	1	14	828	1036	74	16	96.350960	process
5	1	14	1	1	15	911	1033	14	15	96.350960	is
5	1	14	1	1	16	933	1036	21	12	96.873756	as
5	1	14	1	1	17	963	1032	72	16	96.846718	smooth
5	1	14	1	1	18	1044	1032	35	16	96.533829	and
4	1	14	1	2	0	106	1061	210	19	-1	
5	1	14	1	2	1	106	1061	87	16	96.712669	amicable
5	1	14	1	2	2	202	1065	21	12	96.712669	as
5	1	14	1	2	3	232	1061	84	19	96.660782	possible.
2	1	15	0	0	0	106	1107	249	124	-1	
3	1	15	1	0	0	106	1107	137	19	-1	
4	1	15	1	1	0	106	1107	137	19	-1	
5	1	15	1	1	1	106	1107	41	16	96.204567	Kind
5	1	15	1	1	2	158	1107	85	19	96.204567	Regards,
3	1	15	2	0	0	106	1135	104	20	-1	
4	1	15	2	1	0	106	1135	104	20	-1	
5	1	15	2	1	1	106	1135	57	20	95.900612	Sylvia
5	1	15	2	1	2	173	1136	37	15	95.592773	Hao
3	1	15	3	0	0	106	1162	249	69	-1	
4	1	15	3	1	0	106	1162	214	20	-1	
5	1	15	3	1	1	106	1162	119	20	96.583702	Relationship
5	1	15	3	1	2	235	1163	85	19	96.202484	Manager
4	1	15	3	2	0	106	1189	249	19	-1	
5	1	15	3	2	1	106	1189	249	19	91.363617	sylvia.hao@areal.com.au
4	1	15	3	3	0	106	1216	137	15	-1	
5	1	15	3	3	1	106	1216	48	15	96.459618	0420
5	1	15	3	3	2	164	1216	35	15	96.756531	675
5	1	15	3	3	3	210	1216	33	15	96.772232	561
