level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	6	1	1	0	172	788	892	23	-1	
5	1	6	1	1	1	172	789	64	18	95.679405	Rental
5	1	6	1	1	2	243	791	116	20	95.679405	agreement:
5	1	6	1	1	3	633	789	109	18	96.639656	Residential
5	1	6	1	1	4	751	789	61	18	96.991158	Rental
5	1	6	1	1	5	820	790	111	21	96.698853	Agreement
5	1	6	1	1	6	939	788	125	22	96.823212	[2024-12-23]
4	1	6	1	2	0	633	819	373	19	-1	
5	1	6	1	2	1	633	820	98	18	92.824455	1803_243
5	1	6	1	2	2	739	819	78	18	96.905235	Franklin
5	1	6	1	2	3	825	820	20	17	96.674774	St
5	1	6	1	2	4	858	819	107	18	96.315567	Melbourne
5	1	6	1	2	5	972	820	34	17	96.315567	VIC
4	1	6	1	3	0	632	848	91	22	-1	
5	1	6	1	3	1	632	848	91	22	91.254860	3000.pdf
3	1	6	2	0	0	172	874	875	31	-1	
4	1	6	2	1	0	172	874	875	31	-1	
5	1	6	2	1	1	172	874	97	31	96.862473	Evidence:
5	1	6	2	1	2	632	879	30	17	96.983238	3.0
5	1	6	2	1	3	671	880	44	16	93.115982	Rent
5	1	6	2	1	4	723	880	132	21	91.865395	receipts.jpeg,
5	1	6	2	1	5	864	879	85	17	91.904167	1.0Email
5	1	6	2	1	6	959	879	88	18	95.968468	Evidence
2	1	7	0	0	0	632	908	431	170	-1	
3	1	7	1	0	0	632	908	431	170	-1	
4	1	7	1	1	0	632	908	386	23	-1	
5	1	7	1	1	1	632	908	140	22	90.072617	Summary.pdf,
5	1	7	1	1	2	780	909	30	17	96.591896	0.0
5	1	7	1	1	3	818	909	57	17	93.234436	Cover
5	1	7	1	1	4	883	908	135	23	92.409531	Message.pdf,
4	1	7	1	2	0	633	938	344	22	-1	
5	1	7	1	2	1	633	938	65	17	93.293724	Orders
5	1	7	1	2	2	707	938	150	22	92.219856	Requested.pdf,
5	1	7	1	2	3	865	939	112	21	96.577049	Emergency
4	1	7	1	3	0	632	967	381	23	-1	
5	1	7	1	3	1	632	967	148	22	92.287300	Statement.pdf,
5	1	7	1	3	2	789	968	105	17	91.845390	1.3MERGE
5	1	7	1	3	3	902	968	111	22	92.448631	GMAIL.pdf,
4	1	7	1	4	0	633	997	430	22	-1	
5	1	7	1	4	1	633	997	151	22	92.290283	1.2Sumary.pdf,
5	1	7	1	4	2	792	998	29	17	96.969208	5.0
5	1	7	1	4	3	830	997	81	18	96.777191	Doctor's
5	1	7	1	4	4	920	997	50	18	95.522392	letter
5	1	7	1	4	5	977	997	47	18	96.783455	from
5	1	7	1	4	6	1033	998	30	17	96.955177	Era
4	1	7	1	5	0	633	1027	415	21	-1	
5	1	7	1	5	1	633	1027	108	21	92.359398	Health.pdf,
5	1	7	1	5	2	750	1027	25	17	22.263878	1.1
5	1	7	1	5	3	782	1027	53	17	22.263878	Email
5	1	7	1	5	4	844	1027	89	17	93.249756	Evidence
5	1	7	1	5	5	940	1036	6	2	93.130135	-
5	1	7	1	5	6	953	1028	38	17	96.925842	Unit
5	1	7	1	5	7	999	1028	49	17	96.662544	1803
4	1	7	1	6	0	633	1056	186	22	-1	
5	1	7	1	6	1	633	1056	61	18	93.296631	Rental
5	1	7	1	6	2	703	1056	116	22	92.340248	Dispute.pdf
2	1	8	0	0	0	150	1199	228	29	-1	
3	1	8	1	0	0	150	1199	228	29	-1	
4	1	8	1	1	0	150	1199	228	29	-1	
5	1	8	1	1	1	150	1199	228	29	96.197067	Acknowledgment
2	1	9	0	0	0	152	1274	915	171	-1	
3	1	9	1	0	0	152	1274	915	171	-1	
4	1	9	1	1	0	152	1274	607	22	-1	
5	1	9	1	1	1	152	1275	23	21	96.947044	By
5	1	9	1	1	2	182	1274	106	22	96.227791	submitting
5	1	9	1	1	3	295	1274	37	18	96.993233	this
5	1	9	1	1	4	339	1274	52	20	94.565384	form,
5	1	9	1	1	5	399	1275	3	16	94.565384	|
5	1	9	1	1	6	411	1274	112	18	96.404930	understand
5	1	9	1	1	7	532	1274	35	18	96.752342	and
5	1	9	1	1	8	575	1274	133	22	96.648903	acknowledge
5	1	9	1	1	9	715	1274	44	18	96.477760	that:
4	1	9	1	2	0	189	1303	878	23	-1	
5	1	9	1	2	1	189	1303	15	15	29.796005	v_
5	1	9	1	2	2	225	1304	26	17	94.877342	To
5	1	9	1	2	3	257	1303	32	18	94.877342	the
5	1	9	1	2	4	297	1303	42	18	96.475693	best
5	1	9	1	2	5	346	1304	21	17	96.475693	of
5	1	9	1	2	6	374	1309	29	17	96.716446	my
5	1	9	1	2	7	410	1304	112	22	87.607697	knowledge,
5	1	9	1	2	8	530	1304	21	17	96.933144	all
5	1	9	1	2	9	560	1304	115	17	96.248413	information
5	1	9	1	2	10	684	1304	85	22	96.806976	provided
5	1	9	1	2	11	778	1305	16	16	96.887131	in
5	1	9	1	2	12	800	1304	37	17	96.887131	this
5	1	9	1	2	13	844	1304	111	22	96.637161	application
5	1	9	1	2	14	964	1305	14	17	96.637161	is
5	1	9	1	2	15	985	1306	39	16	96.651642	true
5	1	9	1	2	16	1032	1304	35	18	96.651642	and
4	1	9	1	3	0	226	1336	71	15	-1	
5	1	9	1	3	1	226	1336	71	15	96.822510	correct
4	1	9	1	4	0	189	1363	507	22	-1	
5	1	9	1	4	1	189	1363	15	14	20.306717	vy
5	1	9	1	4	2	225	1364	91	16	69.773361	AnRDRV
5	1	9	1	4	3	323	1363	110	22	96.322556	application
5	1	9	1	4	4	442	1364	14	17	96.861343	is
5	1	9	1	4	5	464	1368	23	13	96.776443	an
5	1	9	1	4	6	495	1363	110	22	95.784309	application
5	1	9	1	4	7	612	1366	20	15	93.232697	to
5	1	9	1	4	8	639	1364	57	17	92.962189	VCAT
4	1	9	1	5	0	189	1393	821	18	-1	
5	1	9	1	5	1	189	1393	15	14	0.319740	v_
5	1	9	1	5	2	227	1394	11	16	35.315308	It
5	1	9	1	5	3	246	1394	15	16	35.315308	is
5	1	9	1	5	4	268	1397	23	13	94.966751	an
5	1	9	1	5	5	299	1393	77	18	96.461472	offence
5	1	9	1	5	6	383	1393	57	18	96.694328	under
5	1	9	1	5	7	446	1394	72	17	96.658318	section
5	1	9	1	5	8	527	1394	35	17	96.452042	136
5	1	9	1	5	9	571	1393	20	18	96.452042	of
5	1	9	1	5	10	596	1393	31	18	96.915833	the
5	1	9	1	5	11	634	1394	90	17	96.822495	Victorian
5	1	9	1	5	12	732	1393	40	18	96.823509	Civil
5	1	9	1	5	13	780	1393	36	18	96.499687	and
5	1	9	1	5	14	824	1393	146	18	96.423737	Administrative
5	1	9	1	5	15	977	1394	33	17	96.565216	Act
4	1	9	1	6	0	227	1422	552	23	-1	
5	1	9	1	6	1	227	1423	48	17	96.833809	1998
5	1	9	1	6	2	281	1424	19	16	96.967552	to
5	1	9	1	6	3	309	1422	100	23	96.507011	knowingly
5	1	9	1	6	4	416	1424	40	21	96.616707	give
5	1	9	1	6	5	463	1423	49	17	96.871910	false
5	1	9	1	6	6	519	1427	20	13	96.747192	or
5	1	9	1	6	7	546	1423	109	22	96.941429	misleading
5	1	9	1	6	8	663	1423	116	17	96.523026	information
2	1	10	0	0	0	151	1507	539	55	-1	
3	1	10	1	0	0	151	1507	539	55	-1	
4	1	10	1	1	0	152	1507	538	29	-1	
5	1	10	1	1	1	152	1507	44	23	96.772430	Full
5	1	10	1	1	2	207	1514	70	16	95.284958	name
5	1	10	1	1	3	286	1507	26	23	95.284958	of
5	1	10	1	1	4	321	1514	88	22	95.815308	person
5	1	10	1	1	5	419	1508	145	28	95.815308	completing
5	1	10	1	1	6	572	1508	48	22	96.299446	this
5	1	10	1	1	7	629	1508	61	22	96.817711	form
4	1	10	1	2	0	151	1544	238	18	-1	
5	1	10	1	2	1	151	1544	112	18	92.155869	Chawakorn
5	1	10	1	2	2	272	1544	117	18	92.971298	Kamnuansil
