level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	6	2	1	8	599	619	15	17	96.598923	in
5	1	6	2	1	9	623	619	88	17	96.503181	bedroom
5	1	6	2	1	10	720	619	60	17	95.479210	above
5	1	6	2	1	11	789	619	35	17	96.721237	bed
5	1	6	2	1	12	833	623	49	13	96.174713	area.
5	1	6	2	1	13	892	619	42	17	96.865280	Wall
5	1	6	2	1	14	943	619	54	21	96.362305	bulge
4	1	6	2	2	0	151	647	904	22	-1	
5	1	6	2	2	1	151	648	95	21	96.447044	appeared
5	1	6	2	2	2	254	648	36	17	96.689354	and
5	1	6	2	2	3	299	647	68	22	96.693893	spread
5	1	6	2	2	4	376	647	65	22	96.974060	rapidly
5	1	6	2	2	5	449	647	44	17	96.854988	from
5	1	6	2	2	6	501	647	63	22	95.436142	ceiling
5	1	6	2	2	7	572	648	19	16	96.641624	to
5	1	6	2	2	8	598	647	45	17	96.116753	floor
5	1	6	2	2	9	649	647	57	17	96.569511	within
5	1	6	2	2	10	714	647	24	17	96.569511	24
5	1	6	2	2	11	747	647	60	17	96.682350	hours.
5	1	6	2	2	12	817	647	71	17	96.616982	Source
5	1	6	2	2	13	896	647	89	17	95.972328	identified
5	1	6	2	2	14	993	651	23	13	96.992584	as
5	1	6	2	2	15	1025	647	30	17	96.678902	hot
4	1	6	2	3	0	150	676	861	21	-1	
5	1	6	2	3	1	150	677	57	16	96.766228	water
5	1	6	2	3	2	213	677	71	20	96.149643	system
5	1	6	2	3	3	293	676	40	17	96.928009	leak
5	1	6	2	3	4	342	676	15	17	96.900848	in
5	1	6	2	3	5	365	676	63	21	96.603577	ceiling
5	1	6	2	3	6	437	680	23	13	96.969910	on
5	1	6	2	3	7	469	676	23	17	96.969910	28
5	1	6	2	3	8	500	676	44	21	96.913765	April
5	1	6	2	3	9	553	676	54	17	96.815605	2025.
5	1	6	2	3	10	617	676	90	17	96.243095	Bedroom
5	1	6	2	3	11	717	676	35	17	96.833977	has
5	1	6	2	3	12	760	676	48	17	96.065468	been
5	1	6	2	3	13	817	676	91	17	96.065468	unusable
5	1	6	2	3	14	915	676	27	17	96.980339	for
5	1	6	2	3	15	949	680	44	13	96.693794	over
5	1	6	2	3	16	1000	676	11	16	96.963066	2
4	1	6	2	4	0	152	704	899	22	-1	
5	1	6	2	4	1	152	705	73	17	96.706306	months
5	1	6	2	4	2	232	705	37	17	97.007805	due
5	1	6	2	4	3	277	706	18	16	96.943138	to
5	1	6	2	4	4	303	704	98	22	96.213409	persistent
5	1	6	2	4	5	409	704	90	20	96.213409	moisture,
5	1	6	2	4	6	510	704	47	17	96.980949	mold
5	1	6	2	4	7	565	704	72	22	96.739151	growth,
5	1	6	2	4	8	647	704	92	17	96.852615	structural
5	1	6	2	4	9	747	704	86	22	96.438354	damage,
5	1	6	2	4	10	843	704	36	17	96.933708	and
5	1	6	2	4	11	888	704	59	22	96.997971	safety
5	1	6	2	4	12	955	708	96	13	96.515182	concerns.
4	1	6	2	5	0	151	733	866	21	-1	
5	1	6	2	5	1	151	733	97	21	96.358421	Complete
5	1	6	2	5	2	256	733	117	17	96.823471	remediation
5	1	6	2	5	3	383	733	87	21	96.758072	including
5	1	6	2	5	4	478	733	38	17	96.783302	wall
5	1	6	2	5	5	525	733	106	17	95.719818	restoration
5	1	6	2	5	6	639	733	36	17	95.719818	and
5	1	6	2	5	7	684	734	63	20	96.621582	carpet
5	1	6	2	5	8	755	733	124	21	96.335434	replacement
5	1	6	2	5	9	887	733	35	17	96.113510	has
5	1	6	2	5	10	930	733	31	17	96.113510	not
5	1	6	2	5	11	969	733	48	17	96.497147	been
4	1	6	2	6	0	151	761	109	22	-1	
5	1	6	2	6	1	151	761	109	22	96.478073	completed.
2	1	7	0	0	0	151	818	888	163	-1	
3	1	7	1	0	0	152	818	544	22	-1	
4	1	7	1	1	0	152	818	544	22	-1	
5	1	7	1	1	1	152	818	91	22	93.287056	Property
5	1	7	1	1	2	252	818	104	22	91.446274	Propdoes
5	1	7	1	1	3	365	819	34	16	93.291672	not
5	1	7	1	1	4	407	818	165	17	91.762001	meet?minimum
5	1	7	1	1	5	582	818	114	17	96.773819	standards:
3	1	7	2	0	0	151	846	888	135	-1	
4	1	7	2	1	0	152	846	873	21	-1	
5	1	7	2	1	1	152	847	90	17	96.488045	Bedroom
5	1	7	2	1	2	250	847	40	17	96.727127	fails
5	1	7	2	1	3	297	848	18	16	96.638840	to
5	1	7	2	1	4	324	847	49	17	96.638840	meet
5	1	7	2	1	5	381	847	90	17	96.329773	minimum
5	1	7	2	1	6	480	847	99	17	96.286537	standards
5	1	7	2	1	7	587	847	58	17	95.923325	under
5	1	7	2	1	8	653	847	110	17	96.544846	Residential
5	1	7	2	1	9	772	847	104	17	96.356659	Tenancies
5	1	7	2	1	10	883	847	33	17	96.964310	Act
5	1	7	2	1	11	923	847	37	17	96.747734	due
5	1	7	2	1	12	968	847	22	16	96.952507	to:
5	1	7	2	1	13	1001	846	24	21	96.401054	(1)
4	1	7	2	2	0	152	875	886	22	-1	
5	1	7	2	2	1	152	875	94	17	92.231186	Unusable
5	1	7	2	2	2	254	875	84	22	96.559174	sleeping
5	1	7	2	2	3	346	879	44	13	96.459167	area
5	1	7	2	2	4	398	875	27	17	96.826691	for
5	1	7	2	2	5	431	875	24	17	96.826691	2+
5	1	7	2	2	6	465	875	77	20	96.962349	months,
5	1	7	2	2	7	553	875	25	21	96.996979	(2)
5	1	7	2	2	8	587	875	101	17	96.982521	Persistent
5	1	7	2	2	9	695	875	86	17	96.729141	moisture
5	1	7	2	2	10	789	875	36	17	96.695801	and
5	1	7	2	2	11	834	875	47	17	96.989777	mold
5	1	7	2	2	12	890	875	79	21	96.375038	creating
5	1	7	2	2	13	978	875	60	17	96.649612	health
4	1	7	2	3	0	152	903	887	22	-1	
5	1	7	2	3	1	152	904	84	20	96.691689	hazards,
5	1	7	2	3	2	246	904	25	21	97.006935	(3)
5	1	7	2	3	3	280	904	96	17	96.805862	Structural
5	1	7	2	3	4	384	904	82	21	94.885788	damage
5	1	7	2	3	5	473	904	141	21	96.575386	compromising
5	1	7	2	3	6	623	903	64	22	96.941895	safety,
5	1	7	2	3	7	697	904	25	21	96.350899	(4)
5	1	7	2	3	8	732	904	112	21	96.209427	Inadequate
5	1	7	2	3	9	852	904	101	17	96.791328	ventilation
5	1	7	2	3	10	962	903	77	21	96.818489	causing
4	1	7	2	4	0	151	931	837	22	-1	
5	1	7	2	4	1	151	932	80	21	96.226105	ongoing
5	1	7	2	4	2	239	932	56	21	96.951569	damp
5	1	7	2	4	3	303	932	106	17	96.446533	conditions.
5	1	7	2	4	4	420	932	84	21	96.417892	Property
5	1	7	2	4	5	512	936	89	17	96.781540	manager
5	1	7	2	4	6	609	932	35	17	96.893364	has
5	1	7	2	4	7	652	931	53	18	96.896896	failed
5	1	7	2	4	8	713	933	18	16	96.936539	to
5	1	7	2	4	9	739	932	70	17	93.293335	restore
5	1	7	2	4	10	817	932	106	21	93.036308	habitability
5	1	7	2	4	11	931	931	57	17	96.436447	within
4	1	7	2	5	0	152	960	484	21	-1	
5	1	7	2	5	1	152	961	111	17	96.411392	reasonable
5	1	7	2	5	2	270	960	101	18	96.252998	timeframe
5	1	7	2	5	3	379	960	73	21	96.252998	despite
5	1	7	2	5	4	460	960	77	21	96.708275	multiple
5	1	7	2	5	5	546	961	90	20	95.775795	requests.
2	1	8	0	0	0	150	1017	906	135	-1	
3	1	8	1	0	0	150	1017	247	21	-1	
4	1	8	1	1	0	150	1017	247	21	-1	
5	1	8	1	1	1	150	1018	65	17	96.217506	Water
5	1	8	1	1	2	221	1018	90	17	96.428444	services
5	1	8	1	1	3	319	1017	78	21	96.428444	(burst):
3	1	8	2	0	0	151	1045	905	107	-1	
4	1	8	2	1	0	152	1045	904	22	-1	
5	1	8	2	1	1	152	1046	34	17	96.736191	Hot
5	1	8	2	1	2	192	1047	57	16	96.483162	water
5	1	8	2	1	3	255	1047	71	20	96.964622	system
5	1	8	2	1	4	335	1046	40	17	96.952171	leak
5	1	8	2	1	5	384	1046	15	16	96.777885	in
5	1	8	2	1	6	407	1046	63	21	96.777885	ceiling
5	1	8	2	1	7	479	1045	89	18	96.776176	identified
5	1	8	2	1	8	577	1050	23	13	96.656059	on
5	1	8	2	1	9	608	1046	24	17	96.651138	28
5	1	8	2	1	10	640	1046	44	21	96.848824	April
5	1	8	2	1	11	693	1046	49	17	96.904732	2025
5	1	8	2	1	12	751	1046	21	21	97.008369	by
5	1	8	2	1	13	781	1046	86	21	96.757011	plumber.
5	1	8	2	1	14	877	1046	51	17	96.581848	Initial
5	1	8	2	1	15	937	1045	40	17	96.174400	leak
5	1	8	2	1	16	984	1045	72	17	96.805176	caused
4	1	8	2	2	0	151	1073	903	22	-1	
5	1	8	2	2	1	151	1075	95	17	96.870934	extensive
5	1	8	2	2	2	253	1075	57	17	96.752197	water
5	1	8	2	2	3	317	1074	81	21	96.806808	damage
5	1	8	2	2	4	405	1075	19	16	96.834717	to
5	1	8	2	2	5	432	1074	88	17	96.695206	bedroom
5	1	8	2	2	6	527	1074	38	17	95.781738	wall
5	1	8	2	2	7	574	1074	36	17	96.795563	and
5	1	8	2	2	8	619	1074	78	21	96.795563	flooring.
5	1	8	2	2	9	706	1074	57	17	96.909294	While
5	1	8	2	2	10	771	1078	67	13	96.790779	source
5	1	8	2	2	11	846	1074	41	17	96.689308	leak
5	1	8	2	2	12	895	1074	99	21	96.127716	reportedly
5	1	8	2	2	13	1002	1073	52	21	96.067078	fixed,
4	1	8	2	3	0	152	1102	863	22	-1	
5	1	8	2	3	1	152	1103	72	17	96.863205	internal
5	1	8	2	3	2	232	1103	82	21	96.039230	damage
5	1	8	2	3	3	322	1102	88	21	96.522919	including
5	1	8	2	3	4	418	1102	38	17	96.805916	wall
5	1	8	2	3	5	465	1102	111	21	96.805916	restoration,
5	1	8	2	3	6	586	1102	47	17	96.656227	mold
5	1	8	2	3	7	643	1102	122	21	96.785446	remediation,
5	1	8	2	3	8	774	1102	36	17	96.819572	and
5	1	8	2	3	9	819	1103	63	20	96.375931	carpet
5	1	8	2	3	10	890	1102	125	21	96.375931	replacement
4	1	8	2	4	0	152	1130	805	22	-1	
5	1	8	2	4	1	152	1131	79	17	96.761124	remains
5	1	8	2	4	2	240	1131	113	21	96.437630	incomplete.
5	1	8	2	4	3	362	1131	61	17	96.828300	Water
5	1	8	2	4	4	430	1131	82	21	95.979401	damage
5	1	8	2	4	5	519	1131	97	17	96.591965	continues
5	1	8	2	4	6	623	1131	19	17	96.960121	to
5	1	8	2	4	7	650	1131	66	21	93.029930	impact
5	1	8	2	4	8	724	1131	106	21	92.302666	habitability
5	1	8	2	4	9	838	1130	19	18	96.524559	of
5	1	8	2	4	10	864	1131	93	17	96.524559	bedroom.
2	1	9	0	0	0	151	1187	911	164	-1	
3	1	9	1	0	0	152	1187	850	51	-1	
4	1	9	1	1	0	152	1187	850	22	-1	
5	1	9	1	1	1	152	1188	74	17	96.621315	Unsafe
5	1	9	1	1	2	234	1192	22	13	96.057747	or
5	1	9	1	1	3	264	1188	92	17	96.710159	insecure
5	1	9	1	1	4	363	1187	49	18	96.234184	fault
5	1	9	1	1	5	419	1192	22	13	96.838120	or
5	1	9	1	1	6	448	1188	85	21	96.192429	damage
5	1	9	1	1	7	542	1188	17	16	96.192429	in
5	1	9	1	1	8	567	1188	34	17	96.701172	the
5	1	9	1	1	9	610	1189	96	20	93.276543	property:
5	1	9	1	1	10	717	1187	179	22	91.778564	including?pests,
5	1	9	1	1	11	905	1187	66	18	96.206902	mould
5	1	9	1	1	12	980	1192	22	12	96.207855	or
4	1	9	1	2	0	152	1216	572	22	-1	
5	1	9	1	2	1	152	1216	151	22	92.034943	damp?caused
5	1	9	1	2	2	313	1216	24	22	95.460075	by
5	1	9	1	2	3	345	1220	23	13	96.851181	or
5	1	9	1	2	4	375	1216	72	17	96.498039	related
5	1	9	1	2	5	456	1217	20	16	96.697212	to
5	1	9	1	2	6	483	1216	34	17	96.614746	the
5	1	9	1	2	7	526	1216	86	22	96.653900	building
5	1	9	1	2	8	620	1217	104	16	96.001251	structure:
3	1	9	2	0	0	151	1244	911	107	-1	
4	1	9	2	1	0	152	1244	910	22	-1	
5	1	9	2	1	1	152	1245	84	21	96.559181	Ongoing
5	1	9	2	1	2	245	1245	47	17	96.053482	mold
5	1	9	2	1	3	300	1245	67	21	96.159752	growth
5	1	9	2	1	4	376	1245	36	17	96.347214	and
5	1	9	2	1	5	420	1245	56	21	96.276909	damp
5	1	9	2	1	6	484	1245	102	17	96.541489	conditions
5	1	9	2	1	7	595	1245	14	16	96.990639	in
5	1	9	2	1	8	619	1245	87	17	95.828705	bedroom
5	1	9	2	1	9	715	1245	79	21	95.828705	creating
5	1	9	2	1	10	804	1245	59	17	96.821037	health
5	1	9	2	1	11	872	1245	84	17	96.930016	hazards.
5	1	9	2	1	12	966	1244	96	17	96.798973	Structural
4	1	9	2	2	0	151	1273	908	21	-1	
5	1	9	2	2	1	151	1273	38	17	96.064522	wall
5	1	9	2	2	2	197	1273	82	21	95.669357	damage
5	1	9	2	2	3	286	1273	44	17	96.544922	from
5	1	9	2	2	4	338	1274	56	16	96.430328	water
5	1	9	2	2	5	402	1273	72	21	96.528923	ingress
5	1	9	2	2	6	482	1273	134	21	95.972061	compromises
5	1	9	2	2	7	624	1273	64	21	96.752235	safety.
5	1	9	2	2	8	699	1273	101	17	95.778473	Persistent
5	1	9	2	2	9	807	1274	59	20	96.420700	musty
5	1	9	2	2	10	874	1273	56	17	96.535721	odors
5	1	9	2	2	11	938	1273	36	17	96.807640	and
5	1	9	2	2	12	983	1277	45	17	96.645142	poor
5	1	9	2	2	13	1035	1273	24	17	96.707787	air
4	1	9	2	3	0	151	1301	893	22	-1	
5	1	9	2	3	1	151	1302	65	21	96.173615	quality
5	1	9	2	3	2	224	1301	124	18	96.460632	documented
5	1	9	2	3	3	357	1301	15	17	96.022118	in
5	1	9	2	3	4	381	1301	76	17	96.898849	medical
5	1	9	2	3	5	466	1301	97	17	96.832695	certificate
5	1	9	2	3	6	570	1301	45	17	96.173920	from
5	1	9	2	3	7	624	1301	33	17	96.183487	Era
5	1	9	2	3	8	666	1301	63	17	96.705811	Health
5	1	9	2	3	9	738	1301	55	17	96.704964	dated
5	1	9	2	3	10	801	1301	24	17	96.966362	23
5	1	9	2	3	11	833	1301	49	17	96.247002	June
5	1	9	2	3	12	890	1301	54	17	96.857697	2025.
5	1	9	2	3	13	954	1301	90	17	96.817123	Bedroom
4	1	9	2	4	0	152	1330	900	21	-1	
5	1	9	2	4	1	152	1330	80	17	95.787926	remains
5	1	9	2	4	2	240	1330	134	17	96.681870	uninhabitable
5	1	9	2	4	3	382	1330	37	17	96.398636	due
5	1	9	2	4	4	426	1330	19	17	96.961838	to
5	1	9	2	4	5	452	1330	60	21	96.528625	safety
5	1	9	2	4	6	520	1330	36	17	96.636528	and
5	1	9	2	4	7	565	1330	60	17	96.411041	health
5	1	9	2	4	8	633	1334	92	13	96.527367	concerns
5	1	9	2	4	9	732	1330	44	17	96.481117	from
5	1	9	2	4	10	786	1330	109	17	96.283531	unresolved
5	1	9	2	4	11	903	1331	56	16	96.283531	water
5	1	9	2	4	12	966	1330	86	21	96.606140	damage.
2	1	10	0	0	0	151	1387	922	192	-1	
3	1	10	1	0	0	151	1387	354	21	-1	
4	1	10	1	1	0	151	1387	354	21	-1	
5	1	10	1	1	1	151	1387	61	21	96.503738	Steps
5	1	10	1	1	2	220	1387	58	17	96.311142	taken
5	1	10	1	1	3	286	1388	20	16	96.459312	to
5	1	10	1	1	4	316	1387	78	17	96.938789	resolve
5	1	10	1	1	5	401	1387	33	17	96.621445	the
5	1	10	1	1	6	443	1387	62	17	96.103867	issue:
3	1	10	2	0	0	151	1415	922	164	-1	
4	1	10	2	1	0	151	1415	908	22	-1	
5	1	10	2	1	1	151	1416	61	17	96.351501	Water
5	1	10	2	1	2	219	1416	81	21	95.977982	damage
5	1	10	2	1	3	308	1420	40	12	96.469391	was
5	1	10	2	1	4	355	1415	37	17	95.699112	first
5	1	10	2	1	5	399	1415	83	22	96.423950	reported
5	1	10	2	1	6	490	1420	24	12	96.881248	on
5	1	10	2	1	7	524	1415	22	17	96.881248	16
5	1	10	2	1	8	553	1415	45	22	96.704849	April
5	1	10	2	1	9	607	1415	53	17	96.625847	2025.
5	1	10	2	1	10	671	1415	84	22	96.769081	Property
5	1	10	2	1	11	764	1416	132	21	96.491997	management
5	1	10	2	1	12	903	1420	40	12	96.102013	was
5	1	10	2	1	13	950	1415	109	17	96.459297	transferred
4	1	10	2	2	0	151	1443	922	22	-1	
5	1	10	2	2	1	151	1444	44	17	96.816124	from
5	1	10	2	2	2	205	1444	56	21	96.816124	Hilary
5	1	10	2	2	3	270	1444	26	17	96.956329	Ho
5	1	10	2	2	4	304	1445	18	16	96.956329	to
5	1	10	2	2	5	330	1443	59	22	96.359428	Sylvia
5	1	10	2	2	6	398	1444	40	17	96.881859	Hao
5	1	10	2	2	7	446	1448	23	13	95.600174	on
5	1	10	2	2	8	477	1444	31	17	95.600174	the
5	1	10	2	2	9	516	1448	55	13	96.430443	same
5	1	10	2	2	10	578	1444	36	21	96.430443	day
5	1	10	2	2	11	621	1444	73	17	96.852730	without
5	1	10	2	2	12	701	1444	110	21	96.678802	addressing
5	1	10	2	2	13	819	1444	31	17	96.987717	the
5	1	10	2	2	14	858	1444	64	21	96.053062	urgent
5	1	10	2	2	15	930	1444	56	17	96.053062	issue.
5	1	10	2	2	16	996	1443	77	21	96.362289	Multiple
4	1	10	2	3	0	151	1472	868	22	-1	
5	1	10	2	3	1	151	1472	91	22	96.545158	follow-up
5	1	10	2	3	2	250	1472	65	17	96.680748	emails
5	1	10	2	3	3	321	1476	50	13	96.799477	were
5	1	10	2	3	4	378	1473	43	16	96.134491	sent
5	1	10	2	3	5	428	1476	23	13	96.127121	on
5	1	10	2	3	6	460	1472	24	17	96.187378	20
5	1	10	2	3	7	491	1472	50	21	96.621315	April,
5	1	10	2	3	8	550	1472	24	17	96.851059	23
5	1	10	2	3	9	582	1472	49	21	96.479218	April,
5	1	10	2	3	10	641	1472	36	17	96.479218	and
5	1	10	2	3	11	685	1472	109	21	96.509331	throughout
5	1	10	2	3	12	802	1472	41	21	96.051079	May
5	1	10	2	3	13	851	1472	54	17	95.022034	2025.
5	1	10	2	3	14	914	1472	16	17	96.950722	A
5	1	10	2	3	15	937	1472	82	21	96.344894	plumber
4	1	10	2	4	0	152	1500	875	22	-1	
5	1	10	2	4	1	152	1501	89	17	96.671310	identified
5	1	10	2	4	2	249	1501	31	17	96.443588	the
5	1	10	2	4	3	288	1505	67	13	96.476532	source
5	1	10	2	4	4	363	1505	23	13	96.941635	as
5	1	10	2	4	5	393	1505	12	13	96.880592	a
5	1	10	2	4	6	413	1501	31	17	96.880592	hot
5	1	10	2	4	7	450	1501	56	17	96.925110	water
5	1	10	2	4	8	514	1501	70	21	96.411392	system
5	1	10	2	4	9	593	1501	40	17	96.411392	leak
5	1	10	2	4	10	641	1505	23	13	96.105324	on
5	1	10	2	4	11	673	1501	23	17	96.105324	28
5	1	10	2	4	12	704	1501	44	21	96.825371	April
5	1	10	2	4	13	757	1501	54	20	96.610054	2025,
5	1	10	2	4	14	821	1501	31	17	96.531219	but
5	1	10	2	4	15	859	1501	91	21	96.140297	complete
5	1	10	2	4	16	959	1500	68	21	96.140297	repairs
4	1	10	2	5	0	152	1529	842	22	-1	
5	1	10	2	5	1	152	1529	88	22	96.637733	including
5	1	10	2	5	2	247	1529	38	17	96.856407	wall
5	1	10	2	5	3	295	1529	111	20	96.949623	restoration,
5	1	10	2	5	4	416	1529	47	17	96.497337	mold
5	1	10	2	5	5	472	1529	122	20	96.698799	remediation,
5	1	10	2	5	6	604	1529	36	17	96.797356	and
5	1	10	2	5	7	649	1530	63	20	96.485741	carpet
5	1	10	2	5	8	720	1529	124	21	96.425697	replacement
5	1	10	2	5	9	852	1529	47	17	96.529434	have
5	1	10	2	5	10	908	1530	30	16	96.785889	not
5	1	10	2	5	11	946	1529	48	17	96.785881	been
4	1	10	2	6	0	151	1557	916	22	-1	
5	1	10	2	6	1	151	1558	109	21	96.505081	completed.
5	1	10	2	6	2	270	1558	38	17	96.882027	The
5	1	10	2	6	3	316	1558	88	17	96.481110	bedroom
5	1	10	2	6	4	413	1558	80	17	96.697029	remains
5	1	10	2	6	5	501	1558	91	17	96.697029	unusable
5	1	10	2	6	6	600	1557	26	18	96.984283	for
5	1	10	2	6	7	633	1562	44	13	96.679558	over
5	1	10	2	6	8	684	1558	11	16	95.661270	2
5	1	10	2	6	9	704	1558	78	17	95.661270	months.
5	1	10	2	6	10	792	1558	77	21	96.720612	Repairs
5	1	10	2	6	11	877	1562	31	13	96.878815	are
5	1	10	2	6	12	917	1562	40	13	96.752090	now
5	1	10	2	6	13	965	1557	102	17	96.752090	scheduled
